"Model","DT","predicitons_ExpDT_RF","predicitons_ExpDT_PLS","Tumor_type","Doubling_time_(days)","Days_to_150mm3","Treatment_history"
"CTG-2985",7.71938104310231,74.40653328649,71.9069171249808,"Head and neck","6 - 11","9 - 17","Pretreated"
"CTG-2986",14.9563007710107,86.60315282739,94.9867414318966,"Head and neck","12 - 24","19 - 38","Pretreated"
"CTG-2989",11.3952767779129,75.55112770978,77.356678337137,"Head and neck","8 - 12","13 - 19","Pretreated"
"CTG-3013",21.7546193032883,89.9441883554667,93.704306732815,"Head and neck","17 - 31","27 - 48","Pretreated"
"CTG-3046",21.7546193032883,66.48621343913,70.4912902871944,"Head and neck","16 - 42","25 - 67","Pretreated"
"CTG-3082",20.5114982002433,84.1595944960567,83.8199772326311,"Head and neck","12 - 78","20 - 124","Naive"
"CTG-3105",12.3776282242847,73.5841016539434,66.3601345602211,"Head and neck","7 - 25","11 - 39","Pretreated"
"CTG-3107",8.25175214952316,65.9453436673566,53.8207546680601,"Head and neck","6 - 13","9 - 20","Naive"
"CTG-3130",6.9029080481588,73.2188858745766,64.9965306964691,"Head and neck","5 - 14","8 - 22","Naive"
"CTG-3147",20.5114982002433,78.2683409581334,78.1098104584472,"Head and neck","14 - 33","23 - 53","Pretreated"
"CTG-3176",7.8032873587882,61.18685190947,51.2238064686067,"Head and neck","7 - 10","10 - 16","Naive"
"CTG-3207",13.5453290001607,67.5955534056233,70.0561541208572,"Head and neck","10 - 17","16 - 26","Naive"
"CTG-3305",24.7552564485695,101.221454606857,98.7286217634038,"Head and neck","17 - 45","27 - 71","Naive"
"CTG-3359",8.06631951694961,NA,NA,"Head and neck","7 - 9","10 - 15","Naive"
"CTG-3518",26.5889791484635,75.64656126478,77.3862008321938,"Head and neck","15 - 46","24 - 72","Naive"
"CTG-3527",16.3159644774662,101.840157259377,100.583935949807,"Head and neck","15 - 38","24 - 60","Naive"
"CTG-3547",21.7546193032883,74.8911341732367,73.2948567841485,"Head and neck","30 - 657","48 - 1042","Naive"
"CTG-3565",20.5114982002433,88.50413493819,88.1132949439275,"Head and neck","12 - 56","20 - 89","Naive"
"CTG-3580",16.3159644774662,NA,NA,"Head and neck","11 - 26","17 - 41","Naive"
"CTG-3615",5.83660517893101,76.2892767506899,76.6044831974944,"Head and neck","4 - 16","7 - 25","Naive"
"CTG-3806",6.70936857017304,85.8074270145566,84.4840203457468,"Head and neck","5 - 12","8 - 18","Pending"
"CTG-3941",9.70138428389885,NA,NA,"Head and neck","Not available","Not available","Not available"
"CTG-3942",8.97378046260644,NA,NA,"Head and neck","Not available","Not available","Pending"
"CTG-3984",14.076518372716,68.93170296602,67.299491360444,"Head and neck","Not available","Not available","Pretreated"
"CTG-0301",9.57203249344686,111.34851026464,116.296299324426,"Pancreatic","8 - 20","12 - 31","Not available"
"CTG-0302",14.3580487401703,103.059009716783,114.88844459571,"Pancreatic","13 - 20","20 - 31","Not available"
"CTG-0303",14.3580487401703,93.59351757672,104.555462022264,"Pancreatic","9 - 28","15 - 45","Not available"
"CTG-0305",11.217225578258,114.752118119523,118.173047875249,"Pancreatic","7 - 16","12 - 25","Not available"
"CTG-0306",6.9029080481588,98.2878784684567,105.905498803416,"Pancreatic","5 - 11","8 - 18","Pretreated"
"CTG-0307",9.44608469748046,88.1737685684899,94.651887441981,"Pancreatic","7 - 16","11 - 25","Naive"
"CTG-0308",28.7160974803406,115.79680994753,119.881329756812,"Pancreatic","19 - 44","31 - 71","Naive"
"CTG-0309",14.6510701430309,106.77276497057,108.053478871486,"Pancreatic","10 - 25","15 - 40","Pretreated"
"CTG-0314",9.32340827283785,102.875292734627,109.571617407273,"Pancreatic","7 - 14","11 - 22","Pretreated"
"CTG-0381",15.6065747175764,92.39758810724,99.1747042333003,"Pancreatic","13 - 31","20 - 49","Not available"
"CTG-0411",10.2557491001216,102.737933800257,103.286624996624,"Pancreatic","7 - 15","12 - 23","Not available"
"CTG-0421",18.8921693949609,116.325752861393,125.875430314292,"Pancreatic","18 - 28","29 - 45","Not available"
"CTG-0455",11.5790715646535,85.2616467314133,74.8953640386902,"Pancreatic","8 - 21","12 - 33","Not available"
"CTG-0463",15.6065747175764,106.613460846593,114.691705126552,"Pancreatic","11 - 17","18 - 27","Naive"
"CTG-0492",12.1678379153986,85.8092334736634,93.8469391343936,"Pancreatic","9 - 18","15 - 28","Not available"
"CTG-0687",7.10794492087638,88.7878054316632,90.0778213461885,"Pancreatic","5 - 11","8 - 17","Not available"
"CTG-0723",14.3580487401703,110.353795882797,117.629528305948,"Pancreatic","10 - 21","15 - 33","Pretreated"
"CTG-0727",13.5453290001607,97.4993888569466,101.227808191719,"Pancreatic","10 - 21","16 - 33","Not available"
"CTG-0780",14.3580487401703,104.332578794017,107.687844470394,"Pancreatic","9 - 30","15 - 47","Pretreated"
"CTG-0792",19.9417343613476,100.07440889749,102.867024031071,"Pancreatic","16 - 32","26 - 50","Pretreated"
"CTG-0842",14.9563007710107,97.50669485808,102.298719320842,"Pancreatic","12 - 21","19 - 33","Naive"
"CTG-0849",14.076518372716,94.60237950601,105.607516892129,"Pancreatic","12 - 22","18 - 35","Naive"
"CTG-0851",9.70138428389885,92.5810119638532,88.4008963719865,"Pancreatic","7 - 22","10 - 35","Naive"
"CTG-0881",21.114777559074,116.63862097177,121.648715131725,"Pancreatic","15 - 40","24 - 63","Pretreated"
"CTG-0889",11.3952767779129,95.5449098622233,100.130771134232,"Pancreatic","7 - 19","11 - 30","Naive"
"CTG-0943",10.557388779537,92.6065021133001,96.3847258965098,"Pancreatic","6 - 13","10 - 20","Pretreated"
"CTG-0955",11.0446528770541,83.5850221262933,88.52971845285,"Pancreatic","8 - 18","12 - 28","Naive"
"CTG-0961",16.3159644774662,113.960667936843,121.715171312603,"Pancreatic","13 - 32","20 - 51","Pretreated"
"CTG-1057",11.9650406168086,105.191645392407,112.594904890321,"Pancreatic","8 - 18","13 - 29","Pretreated"
"CTG-1068",10.4043831450509,92.0541835061366,91.4913081302731,"Pancreatic","7 - 24","11 - 39","Pretreated"
"CTG-1122",8.15798223873312,100.893928225083,103.042047366181,"Pancreatic","6 - 13","9 - 21","Pretreated"
"CTG-1149",14.076518372716,82.8325318640466,88.0396078027497,"Pancreatic","9 - 24","14 - 38","Pretreated"
"CTG-1150",7.03825918635799,63.09810834949,53.3104440182946,"Pancreatic","5 - 19","7 - 30","Not available"
"CTG-1295",13.052771581973,105.599071507323,107.106636220727,"Pancreatic","10 - 17","15 - 27","Pretreated"
"CTG-1328",9.83427995902075,102.983990312087,106.912761253116,"Pancreatic","7 - 15","11 - 24","Pretreated"
"CTG-1330",17.0929151668694,116.350582295013,125.033478422934,"Pancreatic","10 - 37","16 - 59","Not available"
"CTG-1331",15.6065747175764,100.502533432033,105.348475795483,"Pancreatic","12 - 21","19 - 34","Not available"
"CTG-1347",9.44608469748046,92.8291830781333,101.918629834871,"Pancreatic","7 - 14","11 - 23","Not available"
"CTG-1375",7.40105605163417,115.83954543033,120.718097764164,"Pancreatic","5 - 11","8 - 18","Not available"
"CTG-1463",13.052771581973,97.2019022139667,98.086611106785,"Pancreatic","10 - 19","16 - 30","Pretreated"
"CTG-1477",12.5947795966406,103.82891540619,109.504164923728,"Pancreatic","7 - 31","12 - 50","Naive"
"CTG-1485",11.9650406168086,102.455427491593,105.784389504387,"Pancreatic","8 - 20","13 - 32","Pretreated"
"CTG-1522",14.9563007710107,104.569397792473,108.874674966412,"Pancreatic","10 - 27","15 - 42","Naive"
"CTG-1643",10.8773096516442,105.93254977662,106.440769106088,"Pancreatic","8 - 14","12 - 23","Naive"
"CTG-1833",9.32340827283785,87.9718852748133,90.2287180543518,"Pancreatic","7 - 15","11 - 24","Naive"
"CTG-1983",12.1678379153986,110.66908895258,118.319076526336,"Pancreatic","9 - 17","14 - 27","Naive"
"CTG-2007",17.0929151668694,99.4867665277734,102.634732287285,"Pancreatic","13 - 31","20 - 50","Pretreated"
"CTG-2059",21.114777559074,74.3568207615568,78.1976598193114,"Pancreatic","18 - 29","28 - 47","Pretreated"
"CTG-2118",6.03279358830685,60.5008342909933,43.8198721428643,"Pancreatic","5 - 11","7 - 17","Pretreated"
"CTG-2179",12.819686375152,105.357548268157,113.359977028046,"Pancreatic","9 - 23","14 - 36","Naive"
"CTG-2184",12.5947795966406,103.854377391263,114.615759665252,"Pancreatic","9 - 20","14 - 32","Pretreated"
"CTG-2185",12.5947795966406,91.5132331640167,96.8450175050424,"Pancreatic","9 - 27","14 - 42","Pretreated"
"CTG-2205",9.83427995902075,80.52651227893,86.1509095060156,"Pancreatic","7 - 13","10 - 21","Pretreated"
"CTG-2347",11.0446528770541,79.0580388512332,90.5176520828744,"Pancreatic","9 - 14","14 - 22","Naive"
"CTG-2392",20.5114982002433,110.95462125141,112.709096534531,"Pancreatic","15 - 31","23 - 49","Not available"
"CTG-2413",7.97669374453905,95.9148084686199,101.890400256085,"Pancreatic","6 - 10","10 - 16","Pretreated"
"CTG-2473",9.20387739754506,72.6994031486933,75.0569335816809,"Pancreatic","6 - 14","9 - 23","Pretreated"
"CTG-2511",20.5114982002433,112.736418012973,122.011749863473,"Pancreatic","22 - 37","35 - 59","Pretreated"
"CTG-2906",10.557388779537,80.3667109532534,88.7985725791112,"Pancreatic","8 - 16","12 - 25","Naive"
"CTG-3348",8.34770275591296,110.776055920637,115.386680185525,"Pancreatic","6 - 10","10 - 15","Pretreated"
"CTG-0486",17.9475609252129,92.2779484055033,93.7755777149271,"Ovarian","13 - 31","20 - 49","Not available"
"CTG-0703",11.3952767779129,92.8155810631368,94.4626632811191,"Ovarian","7 - 19","12 - 31","Naive"
"CTG-0711",13.2944895742317,94.1328927375999,92.9906352881391,"Ovarian","8 - 30","13 - 47","Pretreated"
"CTG-0712",23.1581431293069,80.5418296121433,84.539783073393,"Ovarian","14 - 113","23 - 179","Pretreated"
"CTG-0781",18.8921693949609,87.1983261691967,84.7057466989794,"Ovarian","15 - 89","23 - 141","Pretreated"
"CTG-0788",22.4344511565161,102.272021788973,96.9863013532295,"Ovarian","13 - 104","21 - 165","Pretreated"
"CTG-0791",7.10794492087638,60.57118190781,55.7712364051116,"Ovarian","4 - 14","7 - 22","Pretreated"
"CTG-0868",13.052771581973,82.5863281992466,84.4793568365855,"Ovarian","9 - 21","15 - 33","Pretreated"
"CTG-0897",20.5114982002433,84.9349911134133,81.4860453172843,"Ovarian","14 - 37","23 - 59","Pretreated"
"CTG-0947",14.076518372716,83.7087517143066,90.9431213302114,"Ovarian","9 - 33","15 - 52","Pretreated"
"CTG-0956",17.0929151668694,91.0710603629267,89.5164429443504,"Ovarian","12 - 30","19 - 48","Pretreated"
"CTG-0958",20.5114982002433,104.465202423883,103.982146452584,"Ovarian","14 - 37","22 - 59","Pretreated"
"CTG-0964",10.557388779537,115.903590356367,115.481632835686,"Ovarian","8 - 15","12 - 25","Pretreated"
"CTG-0992",14.9563007710107,92.5309251120001,94.7956431004162,"Ovarian","11 - 26","18 - 41","Pretreated"
"CTG-1086",10.1113019296974,94.9151675262933,93.0204836332077,"Ovarian","7 - 19","11 - 31","Pretreated"
"CTG-1166",8.34770275591296,73.2679521791334,75.60361079708,"Ovarian","Not available","Not available","Pretreated"
"CTG-1180",14.3580487401703,85.2426849124,85.8639325957809,"Ovarian","10 - 21","16 - 34","Pretreated"
"CTG-1301",14.9563007710107,103.417454087613,99.6908321597033,"Ovarian","11 - 27","18 - 42","Pretreated"
"CTG-1305",15.2745199363514,96.4065535205398,92.4336143702822,"Ovarian","11 - 27","18 - 43","Naive"
"CTG-1395",21.114777559074,86.3419262256798,91.163224168869,"Ovarian","16 - 30","26 - 48","Naive"
"CTG-1423",9.08737262036095,81.7698961864034,80.2417999940213,"Ovarian","6 - 16","10 - 25","Naive"
"CTG-1433",14.6510701430309,117.89142747918,119.839470918968,"Ovarian","9 - 33","14 - 52","Pretreated"
"CTG-1448",18.8921693949609,92.1080112063833,88.5485237888486,"Ovarian","14 - 30","22 - 47","Naive"
"CTG-1449",28.7160974803406,87.01774711194,88.1083383748721,"Ovarian","Not available","Not available","Pretreated"
"CTG-1498",24.7552564485695,91.3156620148832,91.4187063341167,"Ovarian","16 - 47","25 - 75","Pretreated"
"CTG-1569",10.4043831450509,99.5406197238867,98.6342857924631,"Ovarian","5 - 34","9 - 55","Naive"
"CTG-1602",4.91713997951037,57.03825816833,48.3909792842363,"Ovarian","4 - 8","6 - 13","Not available"
"CTG-1624",18.4077547950901,86.4409754091132,82.3670320944735,"Ovarian","12 - 23","20 - 37","Naive"
"CTG-1627",9.70138428389885,90.87604047899,96.0495312505045,"Ovarian","7 - 15","11 - 24","Pretreated"
"CTG-1649",17.0929151668694,76.3174285008267,81.8852496326457,"Ovarian","11 - 28","18 - 45","Pretreated"
"CTG-1677",10.7149617463957,92.0913889354065,99.4358337910295,"Ovarian","8 - 18","12 - 29","Not available"
"CTG-1678",11.5790715646535,78.3490464113,78.2991488550038,"Ovarian","8 - 20","13 - 32","Naive"
"CTG-1686",37.7843387899218,NA,NA,"Ovarian","33 - 53","52 - 84","Naive"
"CTG-1692",10.8773096516442,96.1725263832733,93.5114737605822,"Ovarian","5 - 3349","8 - 5308","Pretreated"
"CTG-1703",12.819686375152,70.73582360346,74.7391965423295,"Ovarian","9 - 18","15 - 28","Pretreated"
"CTG-1809",21.114777559074,82.7260678862232,88.7016594302385,"Ovarian","17 - 60","27 - 95","Pretreated"
"CTG-1836",7.97669374453905,NA,NA,"Ovarian","7 - 9","11 - 14","Naive"
"CTG-2025",26.5889791484635,77.7098263284633,84.4891255996708,"Ovarian","16 - 44","26 - 69","Pretreated"
"CTG-2213",17.509815536793,87.8711381442132,86.157163761131,"Ovarian","12 - 37","20 - 58","Naive"
"CTG-2299",13.052771581973,83.9674751601801,87.1093487440829,"Ovarian","9 - 25","15 - 40","Not available"
"CTG-2313",5.65277509455524,65.2007724858833,54.4556334551727,"Ovarian","4 - 14","6 - 23","Naive"
"CTG-2561",15.9533874890781,83.2712509658133,86.28698254681,"Ovarian","11 - 22","17 - 35","Pretreated"
"CTG-2733",18.8921693949609,83.8416310270633,82.7851096485846,"Ovarian","14 - 35","23 - 55","Pretreated"
"CTG-2884",17.509815536793,78.77774007963,84.562516324712,"Ovarian","15 - 31","24 - 49","Pretreated"
"CTG-3114",17.0929151668694,76.7255935281566,79.670159103557,"Ovarian","13 - 24","21 - 37","Pretreated"
"CTG-3226",11.9650406168086,88.2112630668098,90.6410650471614,"Ovarian","11 - 19","17 - 30","Pretreated"
"CTG-3327",28.7160974803406,92.1185331033366,89.5135171556208,"Ovarian","23 - 39","36 - 62","Pretreated"
"CTG-3331",26.5889791484635,82.5054591800633,87.288960547876,"Ovarian","22 - 60","35 - 96","Pretreated"
"CTG-3383",17.9475609252129,79.6136410653366,85.6197791674723,"Ovarian","13 - 21","20 - 34","Pretreated"
"CTG-3416",20.5114982002433,75.5255268863967,76.1561009391573,"Ovarian","18 - 31","28 - 49","Pretreated"
"CTG-3422",19.9417343613476,92.9115401830599,94.4470599299423,"Ovarian","32 - 96","50 - 153","Naive"
"CTG-3423",19.9417343613476,84.0222112993634,83.1541715045447,"Ovarian","26 - 64","41 - 101","Naive"
"CTG-3482",17.509815536793,70.85546822149,75.0253963609388,"Ovarian","14 - 36","21 - 57","Pretreated"
"CTG-3522",18.4077547950901,95.17571450289,96.9337294787833,"Ovarian","11 - 20","17 - 32","Pretreated"
"CTG-3628",13.8058160963176,107.906348144447,107.047474149105,"Ovarian","12 - 16","19 - 25","Pretreated"
"CTG-3718",11.0446528770541,78.2673091315434,85.9952327166874,"Ovarian","8 - 14","12 - 22","Pretreated"
"CTG-3811",8.0663195169496,NA,NA,"Ovarian","7 - 12","10 - 19","Pending"
"CTG-3845",71.7902437008514,NA,NA,"Ovarian","Not available","Not available","Pretreated"
"CTG-3871",17.9475609252129,77.8207175838432,86.7819404563798,"Ovarian","Not available","Not available","Pending"
"CTG-3953",19.9417343613476,94.00258308285,95.2860511252862,"Ovarian","Not available","Not available","Pretreated"
"CTG-4048",NA,NA,NA,"Ovarian","Not available","Not available","Naive"
"CTG-4125",NA,106.40817583923,105.905478629804,"Ovarian","Not available","Not available","Naive"
"CTG-0362",13.2944895742317,69.6497597941843,57.8627978876595,"Melanoma","20 - 26","31 - 42","Not available"
"CTG-0435",11.7688924099757,72.7628330995567,61.2516377501424,"Melanoma","8 - 21","13 - 34","Not available"
"CTG-0436",7.25153976776278,74.9875809118301,65.7159168737019,"Melanoma","3 - 25","4 - 40","Naive"
"CTG-0443",16.3159644774662,74.8833563011033,64.233422259787,"Melanoma","11 - 21","17 - 33","Not available"
"CTG-0449",9.70138428389885,74.09396299686,67.3669125133744,"Melanoma","9 - 15","14 - 23","Not available"
"CTG-0456",17.9475609252129,75.78749805642,69.4372712556687,"Melanoma","17 - 25","26 - 40","Not available"
"CTG-0499",12.1678379153986,75.135598898851,59.4951061100087,"Melanoma","9 - 15","15 - 24","Not available"
"CTG-0500",6.18881411214237,70.73691158597,59.0622286626793,"Melanoma","4 - 11","7 - 18","Not available"
"CTG-0501",7.8032873587882,67.0144592013966,61.7495150622703,"Melanoma","5 - 13","8 - 20","Not available"
"CTG-0666",6.58626088998637,82.6684747018967,63.9164970177563,"Melanoma","4 - 14","7 - 21","Not available"
"CTG-0718",7.10794492087638,67.2349548089567,54.2096854249809,"Melanoma","6 - 44","9 - 70","Not available"
"CTG-0839",18.4077547950901,73.50561275351,76.5358446247003,"Melanoma","13 - 26","21 - 41","Naive"
"CTG-0911",5.78953578232673,69.4319220999634,50.0420088616014,"Melanoma","5 - 14","7 - 23","Not available"
"CTG-0973",13.5453290001607,65.50037657264,47.2429519781784,"Melanoma","9 - 16","15 - 25","Not available"
"CTG-1471",11.5790715646535,66.2220767922133,51.5710848568065,"Melanoma","9 - 20","14 - 32","Pretreated"
"CTG-1501",27.6116321926352,71.990763159141,58.2528930557322,"Melanoma","21 - 48","34 - 75","Not available"
"CTG-1769",7.63725996817569,73.8879788267566,62.2958197264854,"Melanoma","6 - 11","9 - 17","Naive"
"CTG-2609",42.2295551181479,70.4731151909201,62.2260688258177,"Melanoma","27 - 79","42 - 126","Naive"
"CTG-2679",14.076518372716,74.5185318740634,66.7308710990694,"Melanoma","12 - 35","19 - 55","Not available"
"CTG-2734",18.8921693949609,70.0064737012866,65.4070755254134,"Melanoma","14 - 27","22 - 42","Naive"
"CTG-2768",14.3580487401703,74.6985001176767,57.9436277905233,"Melanoma","10 - 19","15 - 30","Pretreated"
"CTG-2815",13.8058160963176,61.96037033239,51.16153509387,"Melanoma","9 - 37","14 - 58","Pretreated"
"CTG-2845",12.5947795966406,70.4693942072967,57.4382795531052,"Melanoma","5 - 88","8 - 139","Pretreated"
"CTG-2872",6.2973897983203,59.1163300069234,46.0750515433939,"Melanoma","4 - 13","7 - 21","Pretreated"
"CTG-2893",23.1581431293069,NA,NA,"Melanoma","18 - 36","28 - 56","Naive"
"CTG-3050",18.8921693949609,71.3249920775886,59.0920616321809,"Melanoma","15 - 42","23 - 66","Naive"
"CTG-3057",5.56513517060864,63.57488941502,50.5934311844754,"Melanoma","6 - 17","9 - 27","Pretreated"
"CTG-3058",9.57203249344686,75.7699713992533,73.2710670807782,"Melanoma","7 - 12","11 - 19","Pretreated"
"CTG-3059",23.1581431293069,64.4884287707033,57.2604366271482,"Melanoma","20 - 29","31 - 47","Pretreated"
"CTG-3060",11.217225578258,71.7263862250767,57.31224743588,"Melanoma","8 - 14","12 - 22","Pretreated"
"CTG-3061",15.9533874890781,71.4785924638867,66.4167016926999,"Melanoma","14 - 24","23 - 38","Pretreated"
"CTG-3062",5.83660517893101,64.3631125041333,52.8696699622934,"Melanoma","7 - 16","11 - 25","Pretreated"
"CTG-3063",8.97378046260644,73.7321338119976,66.4763681480778,"Melanoma","7 - 12","11 - 19","Pretreated"
"CTG-3112",21.114777559074,78.7918962116733,74.6393292465827,"Melanoma","15 - 30","23 - 48","Naive"
"CTG-3173",4.81813716113097,61.86472651537,46.8154879002281,"Melanoma","3 - 6","5 - 10","Pretreated"
"CTG-3206",15.9533874890781,70.2035638558166,69.8052540655818,"Melanoma","13 - 23","21 - 36","Pretreated"
"CTG-3429",13.052771581973,72.99423530069,69.508634139691,"Melanoma","12 - 19","19 - 30","Pretreated"
"CTG-3956",7.97669374453905,84.4856389106366,78.6945731749797,"Melanoma","Not available","Not available","Pretreated"
"CTG-0457",13.5453290001607,120.23910002837,131.223485030942,"Renal cell carcinoma","9 - 34","14 - 54","Not available"
"CTG-0804",10.2557491001216,71.6782149614701,64.9140396659419,"Renal cell carcinoma","6 - 20","10 - 31","Pretreated"
"CTG-0824",11.9650406168086,75.7796902294034,72.2992486986241,"Renal cell carcinoma","9 - 21","14 - 33","Pretreated"
"CTG-0987",6.46758952259923,73.7276997274633,69.3999607375794,"Renal cell carcinoma","4 - 12","7 - 19","Naive"
"CTG-1161",25.6393727503041,74.0814516073066,73.5425737551851,"Renal cell carcinoma","18 - 35","29 - 56","Naive"
"CTG-1165",37.7843387899219,81.1138145790133,76.7552672601664,"Renal cell carcinoma","26 - 50","42 - 80","Naive"
"CTG-1181",15.9533874890781,74.1575012832099,65.2803037235577,"Renal cell carcinoma","11 - 39","17 - 62","Naive"
"CTG-1264",17.0929151668694,79.1581504591533,81.4968357220653,"Renal cell carcinoma","13 - 23","20 - 37","Naive"
"CTG-1268",55.2232643852704,74.6502712810867,74.2688588709418,"Renal cell carcinoma","38 - 110","60 - 175","Pretreated"
"CTG-1271",5.09150664545046,78.7034300849566,80.605537228004,"Renal cell carcinoma","2 - 6","3 - 10","Naive"
"CTG-1366",14.6510701430309,83.0594656581466,85.5908177794727,"Renal cell carcinoma","8 - 28","13 - 44","Not available"
"CTG-1370",11.5790715646535,77.9277104662533,76.0685000973248,"Renal cell carcinoma","6 - 121","10 - 191","Not available"
"CTG-1790",7.32553507151546,68.7267098404267,52.5590222285834,"Renal cell carcinoma","5 - 11","8 - 17","Naive"
"CTG-1864",18.4077547950901,72.5360538708633,71.4060046375769,"Renal cell carcinoma","19 - 44","31 - 69","Naive"
"CTG-1881",11.9650406168086,87.6624759855599,92.3465607857979,"Renal cell carcinoma","11 - 19","17 - 30","Naive"
"CTG-1945",25.6393727503041,87.8580100293233,91.3891340623257,"Renal cell carcinoma","17 - 53","27 - 84","Naive"
"CTG-2043",15.2745199363514,63.76705317077,45.0872000315313,"Renal cell carcinoma","11 - 24","18 - 39","Naive"
"CTG-2922",10.1113019296974,77.9330086200633,72.72799030827,"Renal cell carcinoma","7 - 13","11 - 21","Naive"
"CTG-2961",29.9126015420215,83.79528963001,79.1555631523976,"Renal cell carcinoma","Not available","Not available","Naive"
"CTG-3003",14.6510701430309,86.24639002871,86.9934207552516,"Renal cell carcinoma","13 - 19","21 - 30","Naive"
"CTG-3037",17.0929151668694,88.7708983938133,89.0461127051539,"Renal cell carcinoma","15 - 36","23 - 57","Pretreated"
"CTG-3127",21.114777559074,85.26370504329,82.2477892629417,"Renal cell carcinoma","15 - 31","24 - 48","Pretreated"
"CTG-3155",9.83427995902075,66.75339368667,51.8580728837181,"Renal cell carcinoma","6 - 26","9 - 41","Not available"
"CTG-3282",6.77266450008033,66.2261454687133,56.5719157499375,"Renal cell carcinoma","6 - 9","9 - 14","Naive"
"CTG-3338",7.47815038550536,69.9220377106567,59.3162499717924,"Renal cell carcinoma","5 - 11","9 - 17","Naive"
"CTG-3461",16.3159644774662,107.79392236027,110.662764670472,"Renal cell carcinoma","13 - 21","20 - 33","Pretreated"
"CTG-4138",NA,NA,NA,"Renal cell carcinoma","Not available","Not available","Pretreated"
"CTG-0353",13.2944895742318,87.0531421926767,90.2897388285803,"Gastric","9 - 22","15 - 36","Not available"
"CTG-0485",8.75490776839652,94.0006448279066,93.369873147547,"Gastric","6 - 14","9 - 22","Not available"
"CTG-0707",14.6510701430309,84.20021956943,92.4155929045575,"Gastric","10 - 30","16 - 47","Not available"
"CTG-0740",5.16476573387421,67.61653958999,63.5607144439149,"Gastric","3 - 9","5 - 14","Pretreated"
"CTG-0775",10.4043831450509,107.42960549035,108.044871725737,"Gastric","6 - 19","10 - 30","Naive"
"CTG-0936",13.5453290001607,108.434829007067,112.969735204751,"Gastric","10 - 31","15 - 49","Pretreated"
"CTG-1010",12.819686375152,96.98644356294,109.236955032202,"Gastric","8 - 17","12 - 27","Not available"
"CTG-1035",32.6319289549325,110.354793927277,114.488968427018,"Gastric","12 - 357","19 - 566","Pretreated"
"CTG-1234",13.2944895742318,106.156133396037,110.763062475063,"Gastric","10 - 22","15 - 35","Pretreated"
"CTG-1519",11.5790715646535,91.8661858636466,95.5608631449838,"Gastric","7 - 15","11 - 25","Not available"
"CTG-1766",8.86299304948783,77.98850584623,85.2699169098134,"Gastric","6 - 14","10 - 22","Pretreated"
"CTG-1868",7.97669374453905,79.9192351181366,85.9449581445227,"Gastric","5 - 11","8 - 17","Pretreated"
"CTG-3021",11.5790715646535,74.4543584427399,83.1686366479056,"Gastric","8 - 12","12 - 20","Naive"
"CTG-3024",16.6954055118259,96.1741885487899,102.577904864235,"Gastric","11 - 21","18 - 33","Naive"
"CTG-3026",11.9650406168086,97.3965929347933,108.753808737988,"Gastric","9 - 17","14 - 27","Naive"
"CTG-3027",8.86299304948784,94.07601518256,107.036393723491,"Gastric","7 - 16","12 - 25","Pretreated"
"CTG-3029",14.6510701430309,71.9086867871733,78.6180571569842,"Gastric","13 - 26","21 - 41","Naive"
"CTG-3030",18.8921693949609,76.5770825998967,90.2001168658832,"Gastric","15 - 26","23 - 41","Naive"
"CTG-3032",8.34770275591296,66.92384455458,67.8452590048384,"Gastric","5 - 14","9 - 22","Naive"
"CTG-3033",15.9533874890781,80.5160499238034,90.9155694651211,"Gastric","13 - 20","21 - 32","Pending"
"CTG-3034",12.1678379153986,82.9942384046933,92.4207719021052,"Gastric","12 - 18","18 - 28","Pending"
"CTG-3036",15.6065747175764,87.8968705218633,99.3534832799604,"Gastric","14 - 28","23 - 44","Pretreated"
"CTG-3340",9.20387739754506,91.6641750632,105.131470319553,"Gastric","13 - 30","20 - 48","Not available"
"CTG-0667",10.2557491001216,72.9912493205333,64.918007588565,"Glioblastoma multiforme (GBM)","8 - 14","12 - 22","Naive"
"CTG-1015",6.29738979832031,89.1783867115434,86.8262359046422,"Glioblastoma multiforme (GBM)","4 - 10","7 - 16","Naive"
"CTG-2258",19.4027685677977,83.85465427414,79.4508202251001,"Glioblastoma multiforme (GBM)","18 - 41","28 - 66","Pretreated"
"CTG-2687",8.15798223873312,67.2500069391934,61.8741917339253,"Glioblastoma multiforme (GBM)","8 - 10","12 - 16","Naive"
"CTG-2713",7.71938104310231,77.8735987013868,66.2671146157341,"Glioblastoma multiforme (GBM)","6 - 10","9 - 16","Naive"
"CTG-2752",14.076518372716,62.0544739976701,52.2103579263395,"Glioblastoma multiforme (GBM)","10 - 21","16 - 33","Naive"
"CTG-2754",10.8773096516442,83.0888672683966,77.4935106111175,"Glioblastoma multiforme (GBM)","15 - 42","23 - 67","Pretreated"
"CTG-2756",7.8032873587882,89.0725678159767,86.6722350541863,"Glioblastoma multiforme (GBM)","6 - 11","10 - 18","Naive"
"CTG-2762",13.052771581973,79.6443082154176,79.0133695631194,"Glioblastoma multiforme (GBM)","10 - 19","15 - 30","Naive"
"CTG-2771",11.7688924099757,78.4120774614666,70.6448338809457,"Glioblastoma Multiforme (GBM)","9 - 18","14 - 28","Naive"
"CTG-2816",7.55686775798437,71.6584821910866,66.9715414431474,"Glioblastoma multiforme (GBM)","6 - 12","9 - 19","Naive"
"CTG-2859",21.7546193032883,93.94955530363,85.1834519821654,"Glioblastoma multiforme (GBM)","16 - 34","26 - 54","Naive"
